strain	accession	subtype	date	host	country	region	species	broad	order
A/Guangdong/ZS-23SF005/2023	EPI2508604	H3N8	2023-03-17	Human	China	China	Human	human	Human
A/pintail/Alaska/649/2005	EU264575	H3	2005-08-18	Avian	Usa	North America	Northern Pintail	duck	Anseriformes
A/pintail/Alaska/161/2005	EU264571	H3	2005-08-09	Avian	Usa	North America	Northern Pintail	duck	Anseriformes
A/pintail/Alaska/256/2005	EU264572	H3	2005-08-11	Avian	Usa	North America	Northern Pintail	duck	Anseriformes
A/pintail/Alaska/648/2005	EU264574	H3	2005-08-18	Avian	Usa	North America	Northern Pintail	duck	Anseriformes
A/pintail/Alaska/688/2005	EU264576	H3	2005-08-19	Avian	Usa	North America	Northern Pintail	duck	Anseriformes
A/Anas_platyrhynchos/Germany/R2619/2007	AM930531	H3	2007-XX-XX	Avian	Germany	Europe	Mallard	duck	Anseriformes
A/Dendrocygna_viduata/Germany/R2484/2007	AM930527	H3N8	2007-XX-XX	Avian	Germany	Europe	White-faced Whistling Duck	duck	Anseriformes
A/Anas_platyrhynchos/Germany/R2322/2007	AM930526	H3N8	2007-XX-XX	Avian	Germany	Europe	Mallard	duck	Anseriformes
A/swine/Korea/GC0407/2005	EU789365	H3N2	2005-XX-XX	Swine	South Korea	Japan Korea	Swine	swine	Swine
A/swine/North_Carolina/CD81015/2015	MW843971	H3N2	2015-08-17	Swine	Usa	North America	Swine	swine	Swine
A/swine/Oklahoma/00606/2005	CY159723	H3N2	2005-05-04	Swine	Usa	North America	Swine	swine	Swine
A/swine/Nebraska/00386/2004	CY159699	H3N2	2004-08-13	Swine	Usa	North America	Swine	swine	Swine
A/swine/Quebec/DM_24/2017	MK328685	H3N2	2017-05-17	Swine	Canada	North America	Swine	swine	Swine
A/mallard/Sweden/S90391/2005	EU057721	H3N8	2005-XX-XX	Avian	Sweden	Europe	Mallard	duck	Anseriformes
A/ruddy_turnstone/New_Jersey/UGAI17-2629/2017	MH068065	H3N2	2017-05-19	Avian	Usa	North America	Ruddy Turnstone	wader	Neoave
A/common_coot/Altai/3/2008	CY100061	H3N8	2008-08-22	Avian	Russia	West Asia	Common Coot	coot	Neoave
A/swine/Iowa/CD81015/2015	MW839759	H3N1	2015-08-17	Swine	Usa	North America	Swine	swine	Swine
A/equine/Sao_Paulo/IB19/2012	KC620391	H3N8	2012-04-XX	Equine	Brazil	South America	Equine	equine	Equine
A/swine/North_Carolina/CR168215/2015	MW843928	H3N2	2015-08-29	Swine	Usa	North America	Swine	swine	Swine
A/teal/Krasnoiarsk/1581/2008	KF128900	H3N6	2008-09-30	Avian	Russia	West Asia	Teal Duck	duck	Anseriformes
A/teal/Krasnoiarsk/501/2010	KF128899	H3N8	2010-09-15	Avian	Russia	West Asia	Teal Duck	duck	Anseriformes
A/greyduck/Krasnoiarsk/528/2010	KF128898	H3N8	2010-09-15	Avian	Russia	West Asia	Pacific Black Duck	duck	Anseriformes
A/mallard/Krasnoiarsk/453/2010	KF128894	H3N8	2010-09-15	Avian	Russia	West Asia	Mallard	duck	Anseriformes
A/teal/Krasnoiarsk/461/2010	KF128895	H3N8	2010-09-15	Avian	Russia	West Asia	Teal Duck	duck	Anseriformes
A/teal/Krasnoiarsk/464/2010	KF128896	H3N8	2010-09-15	Avian	Russia	West Asia	Teal Duck	duck	Anseriformes
A/teal/Krasnoiarsk/515/2010	KF128897	H3N8	2010-09-15	Avian	Russia	West Asia	Teal Duck	duck	Anseriformes
A/equine/Egypt/VRLCU/2008	JF812270	H3N8	2008-08-XX	Equine	Egypt	Africa	Equine	equine	Equine
A/swine/North_Carolina/SG1199/2004	CY159683	H3N2	2004-12-02	Swine	Usa	North America	Swine	swine	Swine
A/equine/Sao_Paulo/18.FMVZ/2015	KX954164	H3N8	2015-09-21	Equine	Brazil	South America	Equine	equine	Equine
A/Duck/Nanchang/8-197/2000	AY180423	H3N6	2000-XX-XX	Avian	China	China	Duck	duck	Anseriformes
A/Duck/Nanchang/8-198/2000	AY180424	H3N6	2000-XX-XX	Avian	China	China	Duck	duck	Anseriformes
A/Duck/Nanchang/2-182/2001	AY180421	H3N6	2001-XX-XX	Avian	China	China	Duck	duck	Anseriformes
A/Duck/Nanchang/12-280/2000	AY180420	H3N6	2000-XX-XX	Avian	China	China	Duck	duck	Anseriformes
A/Duck/Nanchang/1-181/2001	AY180419	H3N6	2001-XX-XX	Avian	China	China	Duck	duck	Anseriformes
A/Duck/Nanchang/1-161/2001	AY180418	H3N6	2001-XX-XX	Avian	China	China	Duck	duck	Anseriformes
A/Duck/Nanchang/10-383/2000	AY180417	H3N6	2000-XX-XX	Avian	China	China	Duck	duck	Anseriformes
A/Duck/Nanchang/10-096/2000	AY180416	H3N6	2000-XX-XX	Avian	China	China	Duck	duck	Anseriformes
A/Chicken/Nanchang/9-220/2000	AY180415	H3N6	2000-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Nanchang/3-201/01	AY180413	H3N6	2001-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/Duck/Nanchang/9-385/2000	AY180426	H3N6	2000-XX-XX	Avian	China	China	Duck	duck	Anseriformes
A/Duck/Nanchang/9-091/2000	AY180425	H3N6	2000-XX-XX	Avian	China	China	Duck	duck	Anseriformes
A/Chicken/Nanchang/2-120/2001	AY180410	H3N6	2001-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/Chicken/Nanchang/12-301/2000	AY180409	H3N6	2000-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/Chicken/Nanchang/12-220/2000	AY180408	H3N6	2000-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/Chicken/Nanchang/1-101/2001	AY180407	H3N6	2001-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/Duck/Nanchang/1-100/2001	AY180406	H3N6	2001-XX-XX	Avian	China	China	Duck	duck	Anseriformes
A/Chicken/Nanchang/1-020/2001	AY180405	H3N6	2001-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Nanchang/3-120/2001	AY180412	H3N2	2001-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/Chicken/Nanchang/2-220/2001	AY180411	H3N6	2001-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/pigeon/Nanchang/8-142/2000	AY180428	H3N6	2000-XX-XX	Avian	China	China	Pigeon	pigeon	Neoave
A/Quail/Nanchang/10-028/2000	AY180430	H3N6	2000-XX-XX	Avian	China	China	Quail	quail	Galliformes
A/Quail/Nanchang/3-140/2001	AY180431	H3N6	2001-XX-XX	Avian	China	China	Quail	quail	Galliformes
A/Quail/Nanchang/2-040/2001	AY180433	H3N6	2001-XX-XX	Avian	China	China	Quail	quail	Galliformes
A/Pigeon/Nanchang/11-045/2000	AY180427	H3N6	2000-XX-XX	Avian	China	China	Pigeon	pigeon	Neoave
A/equi_2/Gotland/01	AY919314	H3N8	2001-XX-XX	Equine	Sweden	Europe	Equine	equine	Equine
A/equine/Colina/2/2012	JX041592	H3N8	2012-01-04	Equine	Chile	South America	Equine	equine	Equine
A/Anas_platyrhynchos/Chany_Lake/12/03	DQ007622	H3	2003-XX-XX	Avian	Russia	West Asia	Mallard	duck	Anseriformes
A/Anas_platyrhynchos/Chany_Lake/10/03	DQ006284	H3	2003-XX-XX	Avian	Russia	West Asia	Mallard	duck	Anseriformes
A/Anas_platyrhynchos/Chany_Lake/11/03	DQ006285	H3	2003-XX-XX	Avian	Russia	West Asia	Mallard	duck	Anseriformes
A/swine/Mumbai/mum15/2018	MH158548	H3N2	2018-03-13	Swine	India	South Asia	Swine	swine	Swine
A/mallard/Quebec/11020/2006	CY095362	H3N2	2006-08-19	Avian	Canada	North America	Mallard	duck	Anseriformes
A/mallard/Sweden/59531/2007	KC342608	H3N4	2007-09-02	Avian	Sweden	Europe	Mallard	duck	Anseriformes
A/mallard/Sweden/68611/2007	KC342612	H3N2	2007-10-19	Avian	Sweden	Europe	Mallard	duck	Anseriformes
A/mallard/Sweden/6638/2004	KC342598	H3N8	2004-09-04	Avian	Sweden	Europe	Mallard	duck	Anseriformes
A/mallard/Sweden/4558/2004	KC342592	H3N8	2004-08-25	Avian	Sweden	Europe	Mallard	duck	Anseriformes
A/Mallard/Norway/10_627/2010	FR873756	H3	2010-XX-XX	Avian	Norway	Europe	Mallard	duck	Anseriformes
A/American_black_duck/Newfoundland/MW662/2010	KC492334	H3N6	2010-09-17	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/equine/Egypt/21AHRI/2008	GU064348	H3N8	2008-07-XX	Equine	Egypt	Africa	Equine	equine	Equine
A/Chicken/Italy/5954/95	AF213902	H3N2	1995-XX-XX	Avian	Italy	Europe	Chicken	chicken	Galliformes
A/swine/IDT/Re220/92	AY701752	H3N2	1992-XX-XX	Swine	Germany	Europe	Swine	swine	Swine
A/American_black_duck/Newfoundland/GR256/2011	KC492390	H3N2	2011-08-31	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/mallard_duck/Korea/VI153412/2015	MG210381	H3N1	2015-01-XX	Avian	South Korea	Japan Korea	Mallard	duck	Anseriformes
A/garganey/Chany/N3/02	AY596801	H3	2002-XX-XX	Avian	Russia	West Asia	Garganey	duck	Anseriformes
A/common_teal/Chany/N1/02	AY596799	H3	2002-XX-XX	Avian	Russia	West Asia	Eurasian Teal	duck	Anseriformes
A/common_teal/Chany/N2/02	AY596800	H3	2002-XX-XX	Avian	Russia	West Asia	Eurasian Teal	duck	Anseriformes
A/mallard_duck/Korea/CBU142416/2014	MG210379	H3N6	2014-10-XX	Avian	South Korea	Japan Korea	Mallard	duck	Anseriformes
A/Teal/Norway/10_1575/2007	FN773070	H3N8	2007-XX-XX	Avian	Norway	Europe	Teal Duck	duck	Anseriformes
A/Teal/Norway/10_1037/2010	FR873767	H3N2	2010-XX-XX	Avian	Norway	Europe	Teal Duck	duck	Anseriformes
A/American_black_duck/Newfoundland/GR490/2011	KC492414	H3N2	2011-09-14	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Newfoundland/GR679/2011	KC492422	H3N2	2011-10-12	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/Chicken/Italy/5783/95	AF213900	H3N2	1995-XX-XX	Avian	Italy	Europe	Chicken	chicken	Galliformes
A/American_black_duck/Newfoundland/GR396/2011	KC492398	H3N2	2011-09-12	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/Chicken/Italy/5945/95	AF213901	H3N2	1995-XX-XX	Avian	Italy	Europe	Chicken	chicken	Galliformes
A/Swine/Italy/25823/94	AF213903	H3N2	1994-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/American_black_duck/Newfoundland/GR252/2011	KC492382	H3N2	2011-08-31	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/duck/Vietnam/OIE-2577/2011	AB778268	H3N8	2011-09-17	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/herring_gull/Irkutsk/111/2005	CY080579	H3	2005-09-07	Avian	Russia	West Asia	Herring Gull	gull	Neoave
A/mink/Nova_Scotia/1265707/2010	JF682717	H3N2	2010-12-22	Mink	Canada	North America	Mink	mink	Mink
A/duck/Italy/02/2008	HM802760	H3	2008-09-21	Avian	Italy	Europe	Duck	duck	Anseriformes
A/duck/Ontario/05/00	AJ697864	H3N2	2000-XX-XX	Avian	Canada	North America	Duck	duck	Anseriformes
A/duck/Italy/01/2008	HM802759	H3	2008-09-21	Avian	Italy	Europe	Duck	duck	Anseriformes
A/duck/Vietnam/OIE-3426/2012	AB775646	H3N8	2012-10-08	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/Mallard/France/M-2515/01	AJ697865	H3N2	2001-XX-XX	Avian	France	Europe	Mallard	duck	Anseriformes
A/mallard/France/2515/2001	AM157390	H3N8	2001-XX-XX	Avian	France	Europe	Mallard	duck	Anseriformes
A/shoveler/Koymor/118/2009	CY080582	H3	2009-09-02	Avian	Russia	West Asia	Northern Shoveler	duck	Anseriformes
A/exotic_bird/France/95125/1995	AM157389	H3N8	1995-XX-XX	Avian	France	Europe	Exotic Bird	avian	Avian
A/Nightingale/France/95125/95	AJ697866	H3N2	1995-XX-XX	Avian	France	Europe	Nightingale	passerine	Neoave
A/duck/Vietnam/OIE-3406/2012	AB775622	H3N8	2012-10-07	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/mallard/Chany/784/2008	CY100068	H3N8	2008-08-30	Avian	Russia	West Asia	Mallard	duck	Anseriformes
A/swine/Spain/001/2010	JQ319724	H3N2	2010-01-XX	Swine	Spain	Europe	Swine	swine	Swine
A/swine/Italy/112141/2004	EU045369	H3N2	2004-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/swine/Italy/114347/2006	EU045376	H3N2	2006-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/swine/Italy/39158/2007	EU045378	H3N2	2007-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/duck/Vietnam/OIE-1232/2012	AB739663	H3N6	2012-04-16	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Vietnam/OIE-1218/2012	AB739021	H3N6	2012-04-16	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Vietnam/OIE-3241/2012	AB775630	H3N8	2012-10-09	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Vietnam/OIE-2747/2012	AB769127	H3N8	2012-08-14	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/turkey/Canada-Ontario/NS-01839-1/05	DQ159066	H3	2005-XX-XX	Avian	Canada	North America	Turkey	turkey	Galliformes
A/duck/Vietnam/OIE-1234/2012	AB739671	H3N2	2012-04-16	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/blue-winged_teal/North_Dakota/Sg-00747/2008	CY043024	H3N8	2008-09-07	Avian	Usa	North America	Blue-winged Teal	duck	Anseriformes
A/turkey/Canada-Ontario/NS-01784-2/05	DQ159065	H3	2005-XX-XX	Avian	Canada	North America	Turkey	turkey	Galliformes
A/swine/Canada-BC/1A/05	DQ141307	H3	2005-XX-XX	Swine	Canada	North America	Swine	swine	Swine
A/turkey/Canada-BC/NS-01529-3/05	DQ132433	H3	2005-XX-XX	Avian	Canada	North America	Turkey	turkey	Galliformes
A/turkey/Canada-Manitoba/NS-01782-2/05	DQ159067	H3	2005-XX-XX	Avian	Canada	North America	Turkey	turkey	Galliformes
A/maned_Goose/Netherlands/CN-27/2006	EF151958	H3N8	2006-XX-XX	Avian	Netherlands	Europe	Wood Duck	duck	Anseriformes
A/swine/Italy/2608/2001	EU045364	H3N2	2001-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/teal/Altai/69/2008	CY100062	H3N8	2008-10-17	Avian	Russia	West Asia	Teal Duck	duck	Anseriformes
A/duck/Vietnam/OIE-1212/2012	AB739013	H3N2	2012-04-16	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/swine/Changhua/72-10_clone_B5/2003	AY377933	H3N1	2003-XX-XX	Swine	Taiwan	China	Swine	swine	Swine
A/swine/Italy/568/1999	EU045361	H3N2	1999-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/swine/Chiai/77-10/2001	AY377924	H3N1	2001-XX-XX	Swine	Taiwan	China	Swine	swine	Swine
A/swine/Italy/120032/2006	EU045375	H3N2	2006-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/duck/Vietnam/OIE-3041/2011	AB719051	H3N8	2011-10-09	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/mallard/Iran/V10/04	AM087217	H3	2004-XX-XX	Avian	Iran	West Asia	Mallard	duck	Anseriformes
A/duck/Vietnam/OIE-3287/2011	AB719906	H3N6	2011-10-05	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Vietnam/OIE-3022/2011	AB779674	H3N2	2011-10-09	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/finch/China/R172/02	AJ704815	H3N2	2002-XX-XX	Avian	China	China	Finch	passerine	Neoave
A/pet_bird/China/R7/04	AJ704816	H3N8	2004-XX-XX	Avian	China	China	Pet Bird	avian	Avian
A/mallard/Germany/WV1303K/03	AM087224	H3	2003-XX-XX	Avian	Germany	Europe	Mallard	duck	Anseriformes
A/pigeon/Germany/R42/01	AJ746251	H3	2001-XX-XX	Avian	Germany	Europe	Pigeon	pigeon	Neoave
A/swine/Italy/32242/2006	EU045373	H3N2	2006-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/swine/Italy/10762/2007	EU045377	H3N2	2007-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/swine/Italy/30574/2005	EU045372	H3N2	2005-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/swine/Italy/9264/1998	EU045360	H3N2	1998-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/swine/Italy/253025/2003	EU045367	H3N2	2003-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/swine/Italy/79604/2006	EU045374	H3N2	2006-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/swine/Italy/246340/2004	EU045370	H3N2	2004-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/finch/China/R170/2002	AJ704814	H3N8	2002-XX-XX	Avian	China	China	Finch	passerine	Neoave
A/equine/Hissar/CMVL-HSR4/2008	CY053758	H3N8	2008-06-25	Equine	India	South Asia	Equine	equine	Equine
A/swine/Italy/6189/1999	EU045363	H3N2	1999-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/swine/Italy/1484/2002	EU045366	H3N2	2002-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/swine/Italy/58356/2004	EU045368	H3N2	2004-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/duck/Mongolia/OIE-2435/2012	AB776668	H3N8	2012-09-12	Avian	Mongolia	West Asia	Duck	duck	Anseriformes
A/canine/NY/dog7c02/2008	HQ238056	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c10/2008	HQ238062	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c08/2008	HQ238061	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c01/2008	HQ238055	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c06/2008	HQ238059	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c04/2008	HQ238058	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c03/2008	HQ238057	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c07/2008	HQ238060	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog9c18/2008	HQ238054	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog9c16/2008	HQ238052	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c17/2008	HQ238044	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c14/2008	HQ238041	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c13/2008	HQ238040	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c12/2008	HQ238039	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog8c03/2008	HQ238035	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog9c17/2008	HQ238053	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c18/2008	HQ238045	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c19/2008	HQ238046	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c20/2008	HQ238047	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog9c01/2008	HQ238048	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog9c02/2008	HQ238049	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog9c03/2008	HQ238050	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog9c08/2008	HQ238051	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog6c06/2009	HQ238079	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c16/2008	HQ238043	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog4c06/2009	HQ238085	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog8c09/2008	HQ238065	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/teal/Tunka/7/2010	KF790581	H3N8	2010-09-04	Avian	Russia	West Asia	Teal Duck	duck	Anseriformes
A/canine/NY/dog4c16/2009	HQ238091	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog6c11/2009	HQ238081	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog6c09/2009	HQ238080	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog7c15/2008	HQ238042	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog3c13/2009	HQ238066	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog5c12/2009	HQ238073	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog5c20/2009	HQ238072	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog1c05/2009	HQ238068	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog5c18/2009	HQ238071	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog3c01/2009	HQ238069	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/aquatic_bird/Korea/CN-2/2004	EU301211	H3N2	2004-XX-XX	Avian	South Korea	Japan Korea	Aquatic Bird	aquatic_bird	Avian
A/duck/Jiangsu/J2400/2014	KP767581	H3	2014-08-19	Avian	China	China	Duck	duck	Anseriformes
A/duck/Taiwan/DV2129/2011	KJ645716	H3	2011-01-21	Avian	Taiwan	China	Duck	duck	Anseriformes
A/swine/Quebec/Biovet1/05	DQ241761	H3N2	2005-XX-XX	Swine	Canada	North America	Swine	swine	Swine
A/swine/Alberta/Biovet1/05	DQ241763	H3N2	2005-XX-XX	Swine	Canada	North America	Swine	swine	Swine
A/swine/Ontario/Biovet1/05	DQ241762	H3N2	2005-XX-XX	Swine	Canada	North America	Swine	swine	Swine
A/equine/Argentina/1/2001	EU503046	H3N8	2001-XX-XX	Equine	Argentina	South America	Equine	equine	Equine
A/swine/Bavaria/32703/2012	KU320731	H3N2	2012-11-28	Swine	Germany	Europe	Swine	swine	Swine
A/swine/Minnesota/02981/2010	GU968905	H3N2	2010-02-22	Swine	Usa	North America	Swine	swine	Swine
A/equine/Uruguay/E-1918-1/2012	KJ372712	H3N8	2012-03-29	Equine	Uruguay	South America	Equine	equine	Equine
A/mallard_duck/Korea/VI141472/2014	MG210377	H3N8	2014-01-XX	Avian	South Korea	Japan Korea	Mallard	duck	Anseriformes
A/swine/North_Carolina/SG1174/2003	CY159541	H3N1	2003-09-05	Swine	Usa	North America	Swine	swine	Swine
A/mallard_duck/Korea/VI141417/2014	MG210376	H3N8	2014-01-XX	Avian	South Korea	Japan Korea	Mallard	duck	Anseriformes
A/duck/Hokkaido/19/2010	AB787274	H3N8	2010-09-28	Avian	Japan	Japan Korea	Duck	duck	Anseriformes
A/swine/Bavaria/10101/2013	KU320737	H3N2	2013-04-05	Swine	Germany	Europe	Swine	swine	Swine
A/swine/Bavaria/1802/2013	KU320736	H3N2	2013-05-15	Swine	Germany	Europe	Swine	swine	Swine
A/swine/Bavaria/32704/2012	KU320732	H3N2	2012-11-28	Swine	Germany	Europe	Swine	swine	Swine
A/duck/Vietnam/HU1-1128/2014	LC069906	H3N2	2014-09-XX	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/equine/Athens/02/2007	FJ605181	H3N8	2007-05-XX	Equine	Greece	Europe	Equine	equine	Equine
A/duck/Hokkaido/W23/2007	AB787284	H3N8	2007-09-27	Avian	Japan	Japan Korea	Duck	duck	Anseriformes
A/duck/Hokkaido/46/2010	AB787278	H3N8	2010-10-08	Avian	Japan	Japan Korea	Duck	duck	Anseriformes
A/equine/Athens/02/2003	HM164059	H3N8	2003-06-XX	Equine	Greece	Europe	Equine	equine	Equine
A/equine/Athens/01/2003	HM164058	H3N8	2003-06-XX	Equine	Greece	Europe	Equine	equine	Equine
A/equine/Athens/04/2007	FJ605182	H3N8	2007-05-XX	Equine	Greece	Europe	Equine	equine	Equine
A/swine/Missouri/02980/2010	HM025943	H3N2	2010-02-16	Swine	Usa	North America	Swine	swine	Swine
A/swine/Minnesota/02952/2009	GU817057	H3N2	2009-11-17	Swine	Usa	North America	Swine	swine	Swine
A/swine/Minnesota/02948/2009	GU817053	H3N2	2009-05-19	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/02940/2010	GU565035	H3N2	2010-01-05	Swine	Usa	North America	Swine	swine	Swine
A/equine/Berlin/00	EF541428	H3N8	2000-06-XX	Equine	Germany	Europe	Equine	equine	Equine
A/equine/Herbern/1/2013	KF495997	H3N8	2013-07-04	Equine	Germany	Europe	Equine	equine	Equine
A/swine/Bavaria/82501/2012	KU320730	H3N2	2012-01-11	Swine	Germany	Europe	Swine	swine	Swine
A/swine/Bavaria/82301/2012	KU320729	H3N2	2012-01-11	Swine	Germany	Europe	Swine	swine	Swine
A/swine/Missouri/A01047968/2010	JQ689108	H3N2	2010-12-14	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01327184/2012	JX422548	H3N2	2012-03-15	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01201633/2011	JX042552	H3N2	2011-06-07	Swine	Usa	North America	Swine	swine	Swine
A/swine/Wyoming/A01380335/2013	KF059246	H3N2	2013-04-30	Swine	Usa	North America	Swine	swine	Swine
A/swine/Minnesota/A01328452/2012	JX422410	H3N2	2012-04-12	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01327629/2012	JX422515	H3N2	2012-04-15	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01240908/2012	JX657838	H3N2	2012-01-03	Swine	Usa	North America	Swine	swine	Swine
A/equine/United_Kingdom/307711/2003	HE969047	H3N8	2003-04-04	Equine	United Kingdom	Europe	Equine	equine	Equine
A/equine/United_Kingdom/307710/2003	HE968946	H3N8	2003-04-04	Equine	United Kingdom	Europe	Equine	equine	Equine
A/equine/United_Kingdom/307480/2003	HE968944	H3N8	2003-04-01	Equine	United Kingdom	Europe	Equine	equine	Equine
A/equine/United_Kingdom/307476/2003	HE968838	H3N8	2003-04-01	Equine	United Kingdom	Europe	Equine	equine	Equine
A/equine/United_Kingdom/308860/2003	HE969459	H3N8	2003-04-10	Equine	United Kingdom	Europe	Equine	equine	Equine
A/equine/United_Kingdom/308875/2003	HE969488	H3N8	2003-04-11	Equine	United Kingdom	Europe	Equine	equine	Equine
A/equine/United_Kingdom/308653/2003	HE969223	H3N8	2003-04-09	Equine	United Kingdom	Europe	Equine	equine	Equine
