strain	accession	subtype	date	host	country	region	species	broad	order
A/canine/New_York/100528-1/2006	CY067441	H3N8	2006-08-16	Canine	Usa	North America	Canine	canine	Canine
A/canine/New_York/100528-6/2006	CY067457	H3N8	2006-08-16	Canine	Usa	North America	Canine	canine	Canine
A/canine/New_York/100528-5/2006	CY067449	H3N8	2006-08-16	Canine	Usa	North America	Canine	canine	Canine
A/equine/New_York/146066/2007	CY067569	H3N8	2007-09-26	Equine	Usa	North America	Equine	equine	Equine
A/equine/Virginia/131054-3/2005	CY067561	H3N8	2005-11-08	Equine	Usa	North America	Equine	equine	Equine
A/canine/Colorado/6723-8/2008	CY067553	H3N8	2008-01-17	Canine	Usa	North America	Canine	canine	Canine
A/canine/Pennsylvania/94930-3/2007	CY067545	H3N8	2007-07-21	Canine	Usa	North America	Canine	canine	Canine
A/canine/New_York/115719/2007	CY067537	H3N8	2007-09-07	Canine	Usa	North America	Canine	canine	Canine
A/canine/Florida/61156-2/2006	CY067521	H3N8	2006-05-15	Canine	Usa	North America	Canine	canine	Canine
A/equine/Montana/9233/2007	CY067513	H3N8	2007-11-16	Equine	Usa	North America	Equine	equine	Equine
A/canine/Pennsylvania/10915/2007	CY067505	H3N8	2007-01-30	Canine	Usa	North America	Canine	canine	Canine
A/canine/Pennsylvania/10909/2007	CY067497	H3N8	2007-01-30	Canine	Usa	North America	Canine	canine	Canine
A/canine/Pennsylvania/16699/2007	CY067489	H3N8	2007-02-15	Canine	Usa	North America	Canine	canine	Canine
A/canine/Kentucky/118778/2006	CY067481	H3N8	2006-10-20	Canine	Usa	North America	Canine	canine	Canine
A/canine/New_York/147926-5/2006	CY067473	H3N8	2006-12-18	Canine	Usa	North America	Canine	canine	Canine
A/canine/New_York/147926-3/2006	CY067465	H3N8	2006-12-18	Canine	Usa	North America	Canine	canine	Canine
A/canine/New_York/51854/2008	CY067585	H3N8	2008-04-24	Canine	Usa	North America	Canine	canine	Canine
A/canine/Pennsylvania/137154/2008	CY067593	H3N8	2008-10-28	Canine	Usa	North America	Canine	canine	Canine
A/canine/New_York/145353/2008	CY067601	H3N8	2008-11-18	Canine	Usa	North America	Canine	canine	Canine
A/canine/New_York/158402-1/2008	CY067609	H3N8	2008-12-31	Canine	Usa	North America	Canine	canine	Canine
A/pintail/Alaska/279/2005	CY015501	H3N8	2005-08-11	Avian	Usa	North America	Northern Pintail	duck	Anseriformes
A/swine/Ontario/33853/2005	DQ469993	H3N2	2005-XX-XX	Swine	Canada	North America	Swine	swine	Swine
A/swine/Manitoba/12707/2005	DQ469985	H3N2	2005-XX-XX	Swine	Canada	North America	Swine	swine	Swine
A/swine/British_Columbia/28103/2005	DQ469977	H3N2	2005-XX-XX	Swine	Canada	North America	Swine	swine	Swine
A/swine/Alberta/14722/2005	DQ469969	H3N2	2005-XX-XX	Swine	Canada	North America	Swine	swine	Swine
A/turkey/Ontario/31232/2005	DQ470001	H3N2	2005-XX-XX	Avian	Canada	North America	Turkey	turkey	Galliformes
A/duck/Hokkaido/8/1980	AB275286	H3N8	1980-XX-XX	Avian	Japan	Japan Korea	Duck	duck	Anseriformes
A/equine/Wisconsin/1/03	DQ222916	H3N8	2003-XX-XX	Equine	Usa	North America	Equine	equine	Equine
A/sw/Shizuoka/115/97	AF225527	H3N2	1997-XX-XX	Swine	Japan	Japan Korea	Swine	swine	Swine
A/sw/Shizuoka/110/97	AF225526	H3N2	1997-XX-XX	Swine	Japan	Japan Korea	Swine	swine	Swine
A/aquatic_bird/Hong_Kong/399/99	AJ427299	H3N8	1999-XX-XX	Avian	Hong Kong	China	Aquatic Bird	aquatic_bird	Avian
