strain	accession	subtype	date	host	country	region	species	broad	order
A/swine/Canada/AHL-13/2012	KJ847666	H3N2	2012-11-01	Swine	Canada	North America	Swine	swine	Swine
A/swine/Canada/AHL-18/2012	KJ847671	H3N2	2012-11-01	Swine	Canada	North America	Swine	swine	Swine
A/swine/Canada/AHL-22/2012	KJ847675	H3N2	2012-11-01	Swine	Canada	North America	Swine	swine	Swine
A/swine/Canada/AHL-24/2012	KJ847677	H3N2	2012-11-01	Swine	Canada	North America	Swine	swine	Swine
A/swine/Canada/QC-12/2012	KJ847679	H3	2012-09-25	Swine	Canada	North America	Swine	swine	Swine
A/swine/Iowa/A01509846/2014	KJ847684	H3N2	2014-04-23	Swine	Usa	North America	Swine	swine	Swine
A/swine/Minnesota/A01509676/2014	KJ847687	H3N2	2014-04-28	Swine	Usa	North America	Swine	swine	Swine
A/swine/North_Carolina/A01410732/2014	KJ859567	H3N2	2014-04-XX	Swine	Usa	North America	Swine	swine	Swine
A/swine/North_Carolina/A01410691/2014	KJ859570	H3N2	2014-04-XX	Swine	Usa	North America	Swine	swine	Swine
A/swine/Minnesota/A01410771/2014	KJ859573	H3N2	2014-05-XX	Swine	Usa	North America	Swine	swine	Swine
