strain	accession	subtype	date	host	country	region	species	broad	order
A/equine/Sao_Paulo/8.FMVZ/2015	MG002459	H3N8	2015-09-21	Equine	Brazil	South America	Equine	equine	Equine
A/American_black_duck/Newfoundland/GR396/2011	KC492396	H3N2	2011-09-12	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/duck/Assam/DUCL1512100011/2015	MT272411	H3N8	2015-12-02	Avian	India	South Asia	Duck	duck	Anseriformes
A/American_black_duck/Newfoundland/MW662/2010	KC492332	H3N6	2010-09-17	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Newfoundland/GR679/2011	KC492420	H3N2	2011-10-12	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/American_black_duck/Newfoundland/GR256/2011	KC492388	H3N2	2011-08-31	Avian	Canada	North America	American Black Duck	duck	Anseriformes
A/mallard/California/1475/2010	CY120507	H3N8	2010-08-10	Avian	Usa	North America	Mallard	duck	Anseriformes
A/equine/Sao_Paulo/11.FMVZ/2015	MG002460	H3N8	2015-09-21	Equine	Brazil	South America	Equine	equine	Equine
A/aquatic_bird/Korea/CN-3/2005	EU301403	H3N1	2005-XX-XX	Avian	South Korea	Japan Korea	Aquatic Bird	aquatic_bird	Avian
A/mallard_duck/Korea/CBU142416/2014	MG367044	H3N6	2014-10-XX	Avian	South Korea	Japan Korea	Mallard	duck	Anseriformes
A/duck/Vietnam/HU1-1044/2014	LC069854	H3N2	2014-09-XX	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/equine/La_Plata/1/1993	AB543711	H3N8	1993-XX-XX	Equine	Argentina	South America	Equine	equine	Equine
A/swine/Quebec/DM_07/2016	MK328643	H3N2	2016-12-13	Swine	Canada	North America	Swine	swine	Swine
A/ferret/Quebec/844/2011	JQ409341	H3N2	2011-11-XX	Ferret	Canada	North America	Ferret	ferret	Ferret
A/swine/Quebec/1257774/2010	JN584192	H3N2	2010-11-09	Swine	Canada	North America	Swine	swine	Swine
A/Mallard/North_Dakota/AH0050110S.2.B/2015	MN254529	H3N8	2015-XX-XX	Avian	Usa	North America	Mallard	duck	Anseriformes
A/Mallard/Pennsylvania/AH0119435S.2.A/2017	MN254578	H3N8	2017-XX-XX	Avian	Usa	North America	Mallard	duck	Anseriformes
A/duck/Vietnam/OIE-3241/2012	AB775628	H3N8	2012-10-09	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Vietnam/OIE-3406/2012	AB775620	H3N8	2012-10-07	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Vietnam/HU1-1128/2014	LC069844	H3N2	2014-09-XX	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Korea/S71/2007	EU912520	H3N2	2007-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/duck/Korea/S72/2007	EU912521	H3N2	2007-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/duck/Vietnam/OIE-3426/2012	AB775644	H3N8	2012-10-08	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Vietnam/OIE-1218/2012	AB739019	H3N6	2012-04-16	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/canine/StatenIs/115719/2007	HQ238123	H3N8	2007-06-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog5c07/2009	HQ238118	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/duck/Vietnam/OIE-1212/2012	AB739011	H3N2	2012-04-16	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Vietnam/OIE-2747/2012	AB769125	H3N8	2012-08-14	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Vietnam/OIE-1232/2012	AB739661	H3N6	2012-04-16	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/mallard_duck/Korea/VI141417/2014	MG367053	H3N8	2014-01-XX	Avian	South Korea	Japan Korea	Mallard	duck	Anseriformes
A/Swine/Iowa/8548-1/98	AF153247	H3N2	1998-XX-XX	Swine	Usa	North America	Swine	swine	Swine
A/Swine/Minnesota/9088-2/98	AF153246	H3N2	1998-XX-XX	Swine	Usa	North America	Swine	swine	Swine
A/Swine/North_Carolina/35922/98	AF153244	H3N2	1998-XX-XX	Swine	Usa	North America	Swine	swine	Swine
A/canine/Virginia/93653/2009	HQ237697	H3N8	2009-08-XX	Canine	Usa	North America	Canine	canine	Canine
A/swine/Guangdong/01/2005	EF455568	H3N2	2005-XX-XX	Swine	China	China	Swine	swine	Swine
A/canine/NY/147926/2006	HQ237695	H3N8	2006-12-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/100525/2006	HQ237694	H3N8	2006-01-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/4986/2006	HQ237693	H3N8	2006-01-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/Colorado/6723-14/2008	HQ237696	H3N8	2008-01-XX	Canine	Usa	North America	Canine	canine	Canine
A/duck/Korea/S28/2005	EU912519	H3N6	2005-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/aquatic_bird/Korea/CN-2/2004	EU301402	H3N2	2004-XX-XX	Avian	South Korea	Japan Korea	Aquatic Bird	aquatic_bird	Avian
A/aquatic_bird/Korea/KN-1/2004	EU301407	H3N8	2004-XX-XX	Avian	South Korea	Japan Korea	Aquatic Bird	aquatic_bird	Avian
A/aquatic_bird/Korea/KN-2/2005	EU301408	H3N2	2005-XX-XX	Avian	South Korea	Japan Korea	Aquatic Bird	aquatic_bird	Avian
A/duck/Korea/LPM18/2004	EU301416	H3N2	2004-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/duck/Korea/LPM39/2005	EU301421	H3N2	2005-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/chicken/Korea/LPM44/2005	EU301423	H3N2	2005-XX-XX	Avian	South Korea	Japan Korea	Chicken	chicken	Galliformes
A/chicken/Korea/LPM43/2005	EU301422	H3N2	2005-XX-XX	Avian	South Korea	Japan Korea	Chicken	chicken	Galliformes
A/duck/Korea/LPM91/2006	EU301430	H3N2	2006-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/duck/Korea/LPM92/2006	EU301431	H3N2	2006-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/chicken/Korea/LPM61/2005	EU301425	H3N2	2005-XX-XX	Avian	South Korea	Japan Korea	Chicken	chicken	Galliformes
A/duck/Korea/LPM56/2005	EU301424	H3N2	2005-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/chicken/Korea/LPM88/2006	EU301429	H3N2	2006-XX-XX	Avian	South Korea	Japan Korea	Chicken	chicken	Galliformes
A/duck/Vietnam/OIE-1234/2012	AB739669	H3N2	2012-04-16	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Korea/S7/03	AY862704	H3N2	2003-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/duck/Korea/S9/03	AY862706	H3N2	2003-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/turkey/Minnesota/764-2/03	AY779266	H3N2	2003-XX-XX	Avian	Usa	North America	Turkey	turkey	Galliformes
A/turkey/North_Carolina/12344/03	AY779265	H3N2	2003-XX-XX	Avian	Usa	North America	Turkey	turkey	Galliformes
A/duck/Korea/S10/03	AY862707	H3N2	2003-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/dove/Korea/S11/2003	AY862708	H3N2	2003-XX-XX	Avian	South Korea	Japan Korea	Dove	dove	Neoave
A/duck/Korea/S8/03	AY862705	H3N2	2003-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/canine/NY/dog5c12/2009	HQ237705	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog8c03/2008	HQ237704	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog8c06/2008	HQ237703	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/Philadelphia/6371100/2008	HQ237701	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog6c13/2009	HQ237707	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog8c05/2008	HQ237702	H3N8	2008-11-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog6c14/2009	HQ237708	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog4c18/2009	HQ237715	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog4c01/2009	HQ237710	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog6c11/2009	HQ237728	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog6c16/2009	HQ237709	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog6c07/2009	HQ237726	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog6c06/2009	HQ237725	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog6c05/2009	HQ237724	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog5c06/2009	HQ237722	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog5c04/2009	HQ237720	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog6c09/2009	HQ237727	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog4c19/2009	HQ237716	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog4c16/2009	HQ237714	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog4c12/2009	HQ237713	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog4c11/2009	HQ237712	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/canine/NY/dog4c07/2009	HQ237711	H3N8	2009-03-XX	Canine	Usa	North America	Canine	canine	Canine
A/swine/Italy/250481_2/2013	KJ880948	H3N2	2013-09-XX	Swine	Italy	Europe	Swine	swine	Swine
A/swine/Hong_Kong/5190/99	AY363483	H3N2	1999-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/5200/99	AY363484	H3N2	1999-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/5212/99	AY363485	H3N2	1999-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/equine/Athens/04/2007	HQ696123	H3N8	2007-05-XX	Equine	Greece	Europe	Equine	equine	Equine
A/equine/Athens/02/2003	HQ696122	H3N8	2003-06-XX	Equine	Greece	Europe	Equine	equine	Equine
A/equine/Sao_Paulo/12.FMVZ/2015	MG002461	H3N8	2015-09-21	Equine	Brazil	South America	Equine	equine	Equine
A/swine/Hong_Kong/9296/01	AY363487	H3N2	2001-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/Mallard/North_Dakota/AH0050110S.2.A/2015	MN254528	H3N8	2015-XX-XX	Avian	Usa	North America	Mallard	duck	Anseriformes
A/swine/Hong_Kong/7982/00	AY363486	H3N2	2000-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/9285/01	AY363476	H3N2	2001-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/duck/Vietnam/LBM836/2015	LC496118	H3N2	2015-12-08	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/swine/Hong_Kong/1311/01	AY363477	H3N2	2001-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/Swine/Hong_Kong/2422/98	AF400765	H3N2	1998-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/Swine/Hong_Kong/2429/98	AF400766	H3N2	1998-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/Swine/Hong_Kong/2405/98	AF400764	H3N2	1998-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/Mallard/Minnesota/AH0031699S.2.B/2015	MN254494	H3N8	2015-XX-XX	Avian	Usa	North America	Mallard	duck	Anseriformes
A/duck/Nha_Trang/177/2016	LC496166	H3N8	2016-02-26	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Vietnam/LBM814/2015	LC496110	H3N8	2015-11-10	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Nha_Trang/169/2016	LC496158	H3N8	2016-02-26	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/duck/Korea/LPM38/2005	EU301420	H3N6	2005-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/duck/Korea/LPM36/2005	EU301419	H3N6	2005-XX-XX	Avian	South Korea	Japan Korea	Duck	duck	Anseriformes
A/swine/Italy/55925/2011	KR701199	H3N2	2011-03-08	Swine	Italy	Europe	Swine	swine	Swine
A/northern_pintail/South_Dakota/Sg-00461/2008	CY042382	H3N8	2008-08-19	Avian	Usa	North America	Northern Pintail	duck	Anseriformes
A/mallard/Minnesota/Sg-00463/2008	CY042390	H3N8	2008-09-16	Avian	Usa	North America	Mallard	duck	Anseriformes
A/black-headed_gull/Chile/C38075/2018	OP888941	H3N8	2018-02-07	Avian	Chile	South America	Black-headed Gull	gull	Neoave
A/equine/Jouars/4/2006	KY241372	H3N8	2006-XX-XX	Equine	France	Europe	Equine	equine	Equine
A/ruddy_turnstone/Peru/PuV181/2009	KR824692	H3N1	2009-11-24	Avian	Peru	South America	Ruddy Turnstone	wader	Neoave
A/Blue-winged_Teal/Texas/AH0041113S.2.A/2015	MN254519	H3N8	2015-XX-XX	Avian	Usa	North America	Blue-winged Teal	duck	Anseriformes
A/swine/Italy/282852/2013	KU322677	H3N2	2013-XX-XX	Swine	Italy	Europe	Swine	swine	Swine
A/muscovy_duck/Viet_Nam/HN-2229/2015	MK943057	H3N8	2015-01-12	Avian	Vietnam	Southeast Asia	Muscovy Duck	duck	Anseriformes
A/ruddy_turnstone/Peru/PuV182/2009	KR824700	H3N1	2009-11-24	Avian	Peru	South America	Ruddy Turnstone	wader	Neoave
A/curlew/Peru/PuV178/2009	KR824685	H3N1	2009-11-24	Avian	Peru	South America	Curlew	wader	Neoave
A/swine/Thailand/CU-CG43/2011	JX293387	H3N2	2011-03-XX	Swine	Thailand	Southeast Asia	Swine	swine	Swine
A/swine/Italy/72502/2017	MW220255	H3N2	2017-02-07	Swine	Italy	Europe	Swine	swine	Swine
A/duck/Peru/P114/2009	KR824661	H3N2	2009-05-12	Avian	Peru	South America	Duck	duck	Anseriformes
A/Northern_shoveler/North_Dakota/AH0004192S.2.B/2015	MN254463	H3N8	2015-XX-XX	Avian	Usa	North America	Northern Shoveler	duck	Anseriformes
A/swine/Netherlands/Asten-365/2012	KR701421	H3N2	2012-10-19	Swine	Netherlands	Europe	Swine	swine	Swine
A/mallard/Mongolia/2377/2011	KC992224	H3N6	2011-10-11	Avian	Mongolia	West Asia	Mallard	duck	Anseriformes
A/duck/Vietnam/LBM839/2015	LC496126	H3N6	2015-12-08	Avian	Vietnam	Southeast Asia	Duck	duck	Anseriformes
A/Anser_fabalis/China/D322/2020	OP341262	H3N1	2020-10-XX	Avian	China	China	Bean Goose	goose	Anseriformes
A/swine/Hungary/M3/2010	KR701334	H3N2	2010-12-03	Swine	Hungary	Europe	Swine	swine	Swine
A/swine/Hong_Kong/74/02	AY363479	H3N2	2002-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/pekin_duck/Korea/LBM182/2007	GU122128	H3N8	2007-02-XX	Avian	South Korea	Japan Korea	Pekin Duck	duck	Anseriformes
A/pekin_duck/Korea/LBM176/2008	GU122123	H3N2	2008-02-XX	Avian	South Korea	Japan Korea	Pekin Duck	duck	Anseriformes
A/pekin_duck/Korea/LBM78/2007	GU122125	H3N2	2007-01-XX	Avian	South Korea	Japan Korea	Pekin Duck	duck	Anseriformes
A/mallard/Korea/LBM1621/2007	GU122124	H3N2	2007-12-XX	Avian	South Korea	Japan Korea	Mallard	duck	Anseriformes
A/mallard_duck/Korea/LBM347/2007	GU122127	H3N8	2007-03-XX	Avian	South Korea	Japan Korea	Mallard	duck	Anseriformes
A/mallard_duck/Korea/LBM397/2007	GU122122	H3N2	2007-03-XX	Avian	South Korea	Japan Korea	Mallard	duck	Anseriformes
A/duck/South_Africa/1108/2004	EF041494	H3N8	2004-XX-XX	Avian	South Africa	Africa	Duck	duck	Anseriformes
A/canine/Korea/LBM412/2008	GU122126	H3N2	2008-10-XX	Canine	South Korea	Japan Korea	Canine	canine	Canine
A/pekin_duck/Korea/LBM1354/2006	GU122121	H3N2	2006-12-XX	Avian	South Korea	Japan Korea	Pekin Duck	duck	Anseriformes
A/swine/Italy/102079/2018	MW170592	H3N2	2018-12-14	Swine	Italy	Europe	Swine	swine	Swine
A/swine/Germany/Bad-Wunnenberg-Helmern-IDT14829/2012	KR701326	H3N2	2012-01-30	Swine	Germany	Europe	Swine	swine	Swine
A/common_teal/Mongolia/2271/2011	KC992245	H3N8	2011-10-10	Avian	Mongolia	West Asia	Eurasian Teal	duck	Anseriformes
A/whooper_swan/Mongolia/1-27/2007	JN029594	H3N8	2007-09-XX	Avian	Mongolia	West Asia	Whooper Swan	goose	Anseriformes
A/swine/Hong_Kong/1212/02	AY363481	H3N2	2002-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/7220/00	AY363474	H3N2	2000-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1197/02	AY363490	H3N2	2002-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/411/02	AY363480	H3N2	2002-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/9745/01	AY363488	H3N2	2001-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Italy/11275/2017	MW220299	H3N2	2017-12-22	Swine	Italy	Europe	Swine	swine	Swine
A/Domestic_duck/Iran/domestic_duck_375/2017	MW422783	H3N2	2017-09-XX	Avian	Iran	West Asia	Duck	duck	Anseriformes
A/swine/Hong_Kong/4361/99	AY363473	H3N2	1999-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/q066/99	AY363482	H3N2	1999-XX-XX	Swine	Hong Kong	China	Swine	swine	Swine
